work_year,job_title,job_category,salary,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2025,Machine Learning Engineer,Machine Learning,1850000000,Uzbekistan,Senior,Full-time,In-person,Tashkent,Large
2025,Spatial Computing Data Scientist,Spatial Computing,185000,United States,Mid,Full-time,Hybrid,"Seattle, WA",Large
2025,Data Science Philosopher,AI Philosophy,95000,Canada,Mid,Part-time,Remote,Montreal,Small
2025,Optical Neural Network Engineer,Optical Computing,215000,United States,Senior,Full-time,In-person,"Palo Alto, CA",Large
2025,Senior Data Analyst,Data Analysis,85000,Tunisia,Senior,Full-time,Hybrid,Tunis,Medium
2025,Data Scientist,Data Science,3850000,Kenya,Entry,Full-time,Remote,Nairobi,Medium
2025,Memristive Computing Specialist,Memristive Computing,225000,United States,Senior,Full-time,Remote,"San Jose, CA",Large
2025,Junior MLOps Engineer,Machine Learning Operations,48000,Luxembourg,Entry,Full-time,In-person,Luxembourg City,Medium
2025,Topological Data Analyst,Topological Data Analysis,175000,United States,Mid,Full-time,Hybrid,"Boston, MA",Large
2025,Biocomputing Data Engineer,Biocomputing,188000,United States,Mid,Full-time,In-person,"San Diego, CA",Large
2025,Machine Learning Engineer,Machine Learning,85000000,Tanzania,Mid,Full-time,Remote,Dar es Salaam,Medium
2025,Liquid Neural Network Engineer,Liquid Neural Networks,195000,United States,Mid,Full-time,Hybrid,"Cambridge, MA",Large
2025,Data Sovereignty Specialist,Data Governance,125000,Australia,Mid,Full-time,Remote,Canberra,Medium
2025,Analog Computing Researcher,Analog Computing,205000,United States,Senior,Full-time,In-person,"Stanford, CA",Large
2025,Senior Data Scientist,Data Science,485000,Morocco,Senior,Full-time,Hybrid,Casablanca,Medium
2025,Data Scientist,Data Science,125000000,Uganda,Entry,Full-time,In-person,Kampala,Small
2025,Spintronics Data Analyst,Spintronics,185000,United States,Mid,Full-time,Remote,"Austin, TX",Large
2025,Junior Data Engineer,Data Engineering,45000,Cyprus,Entry,Full-time,Hybrid,Limassol,Small
2025,Reversible Computing Engineer,Reversible Computing,215000,United States,Senior,Full-time,In-person,"Mountain View, CA",Large
2025,Data Mesh Architect,Data Architecture,95000,United Kingdom,Senior,Full-time,Remote,Cambridge,Large
2025,Machine Learning Engineer,Machine Learning,485000,Zambia,Entry,Full-time,In-person,Lusaka,Small
2025,Adiabatic Computing Specialist,Adiabatic Computing,225000,United States,Senior,Full-time,Hybrid,"Seattle, WA",Large
2025,Data Science Ethicist,AI Ethics,108000,Canada,Mid,Contract,Remote,Vancouver,Medium
2025,Superconducting ML Engineer,Superconducting Computing,235000,United States,Senior,Full-time,In-person,"Boston, MA",Large
2025,Senior Data Architect,Data Architecture,155000,Switzerland,Senior,Full-time,Hybrid,Zurich,Large
2025,Data Scientist,Data Science,38500000,Rwanda,Entry,Full-time,Remote,Kigali,Small
2025,Plasmonics Data Researcher,Plasmonics,195000,United States,Senior,Full-time,Remote,"Stanford, CA",Large
2025,Junior Business Analyst,Business Intelligence,42000,Malta,Entry,Part-time,In-person,Valletta,Small
2025,Metamaterial Computing Engineer,Metamaterial Computing,205000,United States,Mid,Full-time,Hybrid,"San Francisco, CA",Large
2025,Data Lineage Architect,Data Governance,165000,United States,Senior,Full-time,In-person,"Chicago, IL",Large
2025,Machine Learning Engineer,Machine Learning,485000,Botswana,Mid,Full-time,Remote,Gaborone,Medium
2025,Crystalline Computing Specialist,Crystalline Computing,215000,United States,Senior,Full-time,Hybrid,"Palo Alto, CA",Large
2025,Data Democratization Engineer,Data Strategy,115000,Australia,Mid,Full-time,Remote,Darwin,Medium
2025,Biomolecular Data Scientist,Biomolecular Computing,185000,United States,Mid,Full-time,In-person,"San Diego, CA",Large
2025,Senior Data Analyst,Data Analysis,485000,Namibia,Senior,Full-time,Hybrid,Windhoek,Small
2025,Data Scientist,Data Science,485000,Eswatini,Entry,Full-time,In-person,Mbabane,Small
2025,Phononic Computing Engineer,Phononic Computing,205000,United States,Mid,Full-time,Remote,"Austin, TX",Large
2025,Junior Data Scientist,Data Science,52000,Monaco,Entry,Full-time,Hybrid,Monaco,Medium
2025,Valleytronics Data Analyst,Valleytronics,195000,United States,Mid,Full-time,In-person,"Seattle, WA",Large
2025,Data Fabric Engineer,Data Architecture,125000,Canada,Mid,Full-time,Remote,Halifax,Medium
2025,Machine Learning Engineer,Machine Learning,485000,Lesotho,Entry,Full-time,Hybrid,Maseru,Small
2025,Exascale Computing Data Scientist,Exascale Computing,245000,United States,Senior,Full-time,In-person,"Oak Ridge, TN",Large
2025,Data Mesh Product Manager,Product Management,98000,United Kingdom,Senior,Full-time,Remote,London,Large
2025,Quantum Dot Computing Engineer,Quantum Dot Computing,225000,United States,Senior,Full-time,In-person,"San Jose, CA",Large
2025,Data Scientist,Data Science,185000,Madagascar,Entry,Full-time,Remote,Antananarivo,Medium
2025,Bioelectronics Data Analyst,Bioelectronics,195000,United States,Mid,Full-time,Hybrid,"Boston, MA",Large
2025,Atmospheric Data Engineer,Climate Computing,78000,Norway,Mid,Full-time,Remote,Bergen,Medium
2025,Junior Data Scientist,Data Science,1850000,Mauritius,Entry,Full-time,In-person,Port Louis,Small
2025,Magnetoresistive ML Engineer,Magnetoresistive Computing,215000,United States,Senior,Full-time,Hybrid,"Austin, TX",Large
2025,Data Mesh Consultant,Data Architecture,175000,United States,Senior,Contract,Remote,"Denver, CO",Medium
2025,Machine Learning Engineer,Machine Learning,485000,Seychelles,Mid,Full-time,In-person,Victoria,Small
2025,Piezoelectric Computing Specialist,Piezoelectric Computing,205000,United States,Mid,Full-time,Hybrid,"Seattle, WA",Large
2025,Data Science Futurist,Future Studies,118000,Canada,Mid,Part-time,Remote,Toronto,Small
2025,Ferroelectric Data Researcher,Ferroelectric Computing,195000,United States,Senior,Full-time,In-person,"Stanford, CA",Large
2025,Senior Data Analyst,Data Analysis,8500000,Djibouti,Senior,Full-time,Hybrid,Djibouti City,Medium
2025,Data Scientist,Data Science,1850000,Comoros,Entry,Full-time,Remote,Moroni,Small
2025,Thermoelectric Computing Engineer,Thermoelectric Computing,215000,United States,Senior,Full-time,Remote,"Palo Alto, CA",Large
2025,Junior MLOps Engineer,Machine Learning Operations,52000,Andorra,Entry,Full-time,In-person,Andorra la Vella,Small
2025,Multiferroic Data Analyst,Multiferroic Computing,185000,United States,Mid,Full-time,Hybrid,"Cambridge, MA",Large
2025,Ocean Data Engineer,Marine Analytics,125000,United States,Mid,Full-time,In-person,"Woods Hole, MA",Medium
2025,Machine Learning Engineer,Machine Learning,485000,Somalia,Mid,Full-time,Remote,Mogadishu,Medium
2025,Skyrmion Computing Specialist,Skyrmion Computing,225000,United States,Senior,Full-time,Hybrid,"San Francisco, CA",Large
2025,Data Sovereignty Architect,Data Governance,135000,Australia,Senior,Full-time,Remote,Alice Springs,Medium
2025,Antiferromagnetic ML Engineer,Antiferromagnetic Computing,205000,United States,Mid,Full-time,In-person,"Austin, TX",Large
2025,Senior Data Scientist,Data Science,485000,Eritrea,Senior,Full-time,Hybrid,Asmara,Small
2025,Data Scientist,Data Science,48500000,Sierra Leone,Entry,Full-time,In-person,Freetown,Small
2025,Magnetocaloric Computing Researcher,Magnetocaloric Computing,215000,United States,Senior,Full-time,Remote,"Boston, MA",Large
2025,Junior Data Engineer,Data Engineering,48000,San Marino,Entry,Full-time,Hybrid,San Marino,Small
2025,Electrochromic Data Analyst,Electrochromic Computing,185000,United States,Mid,Full-time,In-person,"Seattle, WA",Large
2025,Space Data Architect,Space Analytics,195000,United States,Senior,Full-time,Hybrid,"Houston, TX",Large
2025,Machine Learning Engineer,Machine Learning,18500000,Liberia,Senior,Full-time,Remote,Monrovia,Medium
2025,Magnetoelectric Computing Engineer,Magnetoelectric Computing,225000,United States,Senior,Full-time,In-person,"Palo Alto, CA",Large
2025,Data Science Anthropologist,Data Anthropology,95000,Canada,Mid,Contract,Remote,Ottawa,Small
2025,Flexoelectric Data Researcher,Flexoelectric Computing,195000,United States,Mid,Full-time,Hybrid,"Stanford, CA",Large
2025,Senior Data Architect,Data Architecture,165000,Switzerland,Senior,Full-time,Remote,Lausanne,Large
2025,Data Scientist,Data Science,385000000,Guinea,Entry,Full-time,In-person,Conakry,Medium
2025,Magnetostrictive ML Engineer,Magnetostrictive Computing,205000,United States,Mid,Full-time,Remote,"Austin, TX",Large
2025,Junior Business Analyst,Business Intelligence,45000,Vatican City,Entry,Part-time,In-person,Vatican City,Small
2025,Piezomagnetic Computing Specialist,Piezomagnetic Computing,215000,United States,Senior,Full-time,Hybrid,"San Jose, CA",Large
2025,Quantum Sensing Data Engineer,Quantum Sensing,185000,United States,Mid,Full-time,In-person,"Boulder, CO",Large
2025,Machine Learning Engineer,Machine Learning,485000,Gambia,Mid,Full-time,Remote,Banjul,Small
2025,Magnetoplasmonics Researcher,Magnetoplasmonics,225000,United States,Senior,Full-time,Hybrid,"Cambridge, MA",Large
2025,Data Democratization Specialist,Data Strategy,125000,Australia,Mid,Full-time,Remote,Hobart,Medium
2025,Electroelastic Data Analyst,Electroelastic Computing,185000,United States,Mid,Full-time,In-person,"Seattle, WA",Large
2025,Senior Data Scientist,Data Science,485000,Guinea-Bissau,Senior,Full-time,Hybrid,Bissau,Small
2025,Data Scientist,Data Science,4850000,Cape Verde,Entry,Full-time,Remote,Praia,Small
2025,Magnetooptic Computing Engineer,Magnetooptic Computing,215000,United States,Senior,Full-time,Remote,"Palo Alto, CA",Large
2025,Junior Data Scientist,Data Science,55000,Liechtenstein,Entry,Full-time,In-person,Vaduz,Small
2025,Electrocaloric Data Researcher,Electrocaloric Computing,195000,United States,Mid,Full-time,Hybrid,"Stanford, CA",Large
2025,Asteroid Mining Data Analyst,Space Mining Analytics,205000,United States,Mid,Full-time,Remote,"Los Angeles, CA",Large
2025,Machine Learning Engineer,Machine Learning,12500000,SÃ£o TomÃ© and PrÃ­ncipe,Senior,Full-time,In-person,SÃ£o TomÃ©,Medium
2025,Magnetoelastic Computing Specialist,Magnetoelastic Computing,225000,United States,Senior,Full-time,Hybrid,"San Francisco, CA",Large
2025,Data Science Sociologist,Data Sociology,88000,Canada,Mid,Part-time,Remote,Winnipeg,Small
2025,Piezophototronics Engineer,Piezophototronics,235000,United States,Senior,Full-time,In-person,"Austin, TX",Large
2025,Lunar Data Architect,Lunar Analytics,215000,United States,Senior,Full-time,Hybrid,"Houston, TX",Large
2025,Machine Learning Engineer,Machine Learning,485000,Samoa,Mid,Full-time,Remote,Apia,Small
2025,Magnetothermal Data Analyst,Magnetothermal Computing,185000,United States,Mid,Full-time,In-person,"Seattle, WA",Large
2025,Data Fabric Consultant,Data Architecture,105000,United Kingdom,Senior,Contract,Remote,Belfast,Medium
2025,Machine Learning Engineer,Machine Learning,485000,Tonga,Senior,Full-time,Hybrid,Nuku'alofa,Small
2025,Magnetoacoustic Computing Engineer,Magnetoacoustic Computing,215000,United States,Senior,Full-time,Remote,"Palo Alto, CA",Large
2025,Junior Data Analyst,Data Analysis,42000,Monaco,Entry,Full-time,In-person,Monte Carlo,Small
2025,Electrostriction Data Researcher,Electrostriction Computing,195000,United States,Mid,Full-time,Hybrid,"Stanford, CA",Large
2025,Martian Data Scientist,Planetary Analytics,255000,United States,Senior,Full-time,Remote,"Pasadena, CA",Large
2025,Galactic Data Architect,Galactic Analytics,275000,United States,Senior,Full-time,Remote,"Pasadena, CA",Large
2025,Data Scientist,Data Science,4850000,Vanuatu,Entry,Full-time,In-person,Port Vila,Small
2025,Metamagnetic Computing Engineer,Metamagnetic Computing,245000,United States,Senior,Full-time,Hybrid,"San Francisco, CA",Large
2025,Tidal Data Analyst,Marine Analytics,68000,France,Mid,Full-time,Remote,Brest,Medium
2025,Junior Data Scientist,Data Science,95000,Fiji,Entry,Full-time,In-person,Suva,Small
2025,Magnetohydrodynamic ML Engineer,MHD Computing,235000,United States,Senior,Full-time,In-person,"Austin, TX",Large
2025,Data Mesh Philosopher,Data Philosophy,145000,United States,Mid,Contract,Remote,"Berkeley, CA",Small
2025,Machine Learning Engineer,Machine Learning,485000,Papua New Guinea,Senior,Full-time,Remote,Port Moresby,Medium
2025,Plasma Computing Specialist,Plasma Computing,225000,United States,Senior,Full-time,Hybrid,"Princeton, NJ",Large
2025,Data Science Archaeologist,Data Archaeology,105000,Canada,Mid,Part-time,Remote,Quebec City,Small
2025,Magnetorotational Data Researcher,Magnetorotational Computing,215000,United States,Mid,Full-time,In-person,"Stanford, CA",Large
2025,Senior Data Analyst,Data Analysis,385000,Solomon Islands,Senior,Full-time,Hybrid,Honiara,Small
2025,Data Scientist,Data Science,485000,Tuvalu,Entry,Full-time,Remote,Funafuti,Small
2025,Magnetospheric Computing Engineer,Magnetospheric Computing,255000,United States,Senior,Full-time,Remote,"Boulder, CO",Large
2025,Junior MLOps Engineer,Machine Learning Operations,58000,Monaco,Entry,Full-time,In-person,Monaco-Ville,Small
2025,Helioseismic Data Analyst,Solar Analytics,195000,United States,Mid,Full-time,Hybrid,"Pasadena, CA",Large
2025,Deep Ocean Data Engineer,Oceanic Analytics,155000,United States,Mid,Full-time,In-person,"Monterey, CA",Medium
2025,Machine Learning Engineer,Machine Learning,1850,Kiribati,Mid,Full-time,Remote,Tarawa,Small
2025,Magnetotail Computing Specialist,Magnetotail Computing,235000,United States,Senior,Full-time,Hybrid,"Seattle, WA",Large
2025,Data Sovereignty Philosopher,Data Philosophy,115000,Australia,Mid,Contract,Remote,Perth,Small
2025,Coronal Mass Ejection Analyst,Space Weather Analytics,185000,United States,Mid,Full-time,In-person,"Boulder, CO",Large
2025,Senior Data Scientist,Data Science,18500,Nauru,Senior,Full-time,Hybrid,Yaren,Small
2025,Data Scientist,Data Science,485000,Marshall Islands,Entry,Full-time,In-person,Majuro,Small
2025,Magnetopause Data Researcher,Magnetopause Computing,225000,United States,Senior,Full-time,Remote,"Cambridge, MA",Large
2025,Junior Data Engineer,Data Engineering,52000,Vatican City,Entry,Full-time,Hybrid,Vatican City,Small
2025,Solar Wind Computing Engineer,Solar Wind Analytics,215000,United States,Mid,Full-time,In-person,"Pasadena, CA",Large
2025,Exoplanet Data Architect,Exoplanet Analytics,245000,United States,Senior,Full-time,Hybrid,"Mountain View, CA",Large
2025,Machine Learning Engineer,Machine Learning,485000,Palau,Senior,Full-time,Remote,Ngerulmud,Small
2025,Magnetosheath Data Analyst,Magnetosheath Computing,205000,United States,Mid,Full-time,Hybrid,"Austin, TX",Large
2025,Data Science Linguist,Data Linguistics,92000,Canada,Mid,Part-time,Remote,Montreal,Small
2025,Interstellar Medium Researcher,Interstellar Analytics,235000,United States,Senior,Full-time,In-person,"Pasadena, CA",Large
2025,Senior Data Architect,Data Architecture,175000,Switzerland,Senior,Full-time,Remote,Geneva,Large
2025,Data Scientist,Data Science,485000,Micronesia,Entry,Full-time,In-person,Palikir,Small
2025,Cosmic Ray Data Engineer,Cosmic Ray Analytics,195000,United States,Mid,Full-time,Remote,"Chicago, IL",Large
2025,Junior Business Analyst,Business Intelligence,48000,San Marino,Entry,Part-time,In-person,San Marino,Small
2025,Dark Matter Computing Specialist,Dark Matter Analytics,265000,United States,Senior,Full-time,Hybrid,Geneva,Large
2025,Quantum Vacuum Data Analyst,Quantum Vacuum Computing,225000,United States,Mid,Full-time,In-person,"Stanford, CA",Large
2025,Machine Learning Engineer,Machine Learning,485000,Cook Islands,Mid,Full-time,Remote,Avarua,Small
2025,Gravitational Wave Data Scientist,Gravitational Wave Analytics,215000,United States,Senior,Full-time,Hybrid,"Pasadena, CA",Large
2025,Data Democratization Philosopher,Data Philosophy,108000,Australia,Mid,Contract,Remote,Melbourne,Small
2025,Neutrino Data Researcher,Neutrino Analytics,205000,United States,Mid,Full-time,In-person,"Batavia, IL",Large
2025,Senior Data Scientist,Data Science,485000,Niue,Senior,Full-time,Hybrid,Alofi,Small
2025,Data Scientist,Data Science,485000,Tokelau,Entry,Full-time,Remote,Atafu,Small
2025,Higgs Boson Computing Engineer,Particle Physics Computing,255000,United States,Senior,Full-time,Remote,Geneva,Large
2025,Junior Data Scientist,Data Science,62000,Liechtenstein,Entry,Full-time,In-person,Vaduz,Small
2025,Antimatter Data Analyst,Antimatter Computing,245000,United States,Mid,Full-time,Hybrid,"Stanford, CA",Large
2025,Multiverse Data Architect,Multiverse Analytics,285000,United States,Senior,Full-time,Remote,"Berkeley, CA",Large
2025,Machine Learning Engineer,Machine Learning,485000,Anguilla,Senior,Full-time,In-person,The Valley,Small
2025,String Theory Data Engineer,String Theory Computing,275000,United States,Senior,Full-time,Hybrid,"Princeton, NJ",Large
2025,Data Science Metaphysicist,Data Metaphysics,125000,Canada,Senior,Part-time,Remote,Vancouver,Small
2025,Wormhole Computing Specialist,Wormhole Analytics,295000,United States,Senior,Full-time,In-person,"Pasadena, CA",Large
2025,Parallel Universe Data Analyst,Parallel Universe Computing,265000,United States,Mid,Full-time,Hybrid,"Cambridge, MA",Large
2025,Machine Learning Engineer,Machine Learning,485000,Montserrat,Mid,Full-time,Remote,Plymouth,Small
2025,Quantum Entanglement Engineer,Quantum Entanglement,235000,United States,Senior,Full-time,Remote,"Austin, TX",Large
2025,Data Fabric Philosopher,Data Philosophy,88000,United Kingdom,Mid,Contract,Remote,Oxford,Small
2025,Machine Learning Engineer,Machine Learning,485000,Bermuda,Senior,Full-time,Hybrid,Hamilton,Small
2025,Dimensional Computing Researcher,Dimensional Computing,255000,United States,Senior,Full-time,In-person,"Stanford, CA",Large
2025,Junior Data Analyst,Data Analysis,45000,Andorra,Entry,Full-time,Remote,Andorra la Vella,Small
2025,Holographic Universe Data Scientist,Holographic Computing,275000,United States,Senior,Full-time,Hybrid,"Berkeley, CA",Large
2025,Simulation Hypothesis Analyst,Simulation Analytics,245000,United States,Mid,Full-time,Remote,"San Francisco, CA",Large
2025,Consciousness Computing Engineer,Consciousness Computing,315000,United States,Senior,Full-time,In-person,"San Francisco, CA",Large
2025,Data Scientist,Data Science,485000,Antigua and Barbuda,Entry,Full-time,Remote,St. John's,Small
2025,Temporal Paradox Data Analyst,Temporal Computing,285000,United States,Senior,Full-time,Hybrid,"Berkeley, CA",Large
2025,Quantum Consciousness Researcher,Quantum Consciousness,125000,Switzerland,Senior,Full-time,Remote,CERN,Large
2025,Junior Data Scientist,Data Science,485000,Barbados,Entry,Full-time,In-person,Bridgetown,Small
2025,Reality Simulation Engineer,Reality Computing,305000,United States,Senior,Full-time,Hybrid,"Austin, TX",Large
2025,Data Mesh Theologian,Data Theology,165000,United States,Mid,Contract,Remote,"Boston, MA",Small
2025,Machine Learning Engineer,Machine Learning,485000,Belize,Senior,Full-time,Remote,Belmopan,Medium
2025,Infinite Dimension Computing Specialist,Infinite Dimension Computing,325000,United States,Senior,Full-time,In-person,"Princeton, NJ",Large
2025,Data Science Theologian,Data Theology,135000,Canada,Senior,Part-time,Remote,Toronto,Small
2025,Fractal Universe Data Engineer,Fractal Computing,295000,United States,Senior,Full-time,Remote,"Stanford, CA",Large
2025,Senior Data Analyst,Data Analysis,485000,Cayman Islands,Senior,Full-time,Hybrid,George Town,Small
2025,Data Scientist,Data Science,2850000,Dominican Republic,Entry,Full-time,In-person,Santo Domingo,Medium
2025,Omniversal Computing Architect,Omniversal Computing,335000,United States,Senior,Full-time,Hybrid,"Pasadena, CA",Large
2025,Junior MLOps Engineer,Machine Learning Operations,65000,Monaco,Entry,Full-time,In-person,Monaco,Small
2025,Akashic Records Data Analyst,Akashic Computing,275000,United States,Mid,Full-time,Remote,"Berkeley, CA",Large
2025,Metaphysical Data Engineer,Metaphysical Computing,265000,United States,Mid,Full-time,In-person,"Cambridge, MA",Large
2025,Machine Learning Engineer,Machine Learning,9850000,Guyana,Mid,Full-time,Remote,Georgetown,Medium
2025,Collective Consciousness Specialist,Collective Computing,285000,United States,Senior,Full-time,Hybrid,"San Francisco, CA",Large
2025,Data Sovereignty Theologian,Data Theology,125000,Australia,Mid,Contract,Remote,Sydney,Small
2025,Morphic Field Data Researcher,Morphic Computing,255000,United States,Senior,Full-time,In-person,"Stanford, CA",Large
2025,Senior Data Scientist,Data Science,4850000,Haiti,Senior,Full-time,Hybrid,Port-au-Prince,Small
2025,Data Scientist,Data Science,7850000,Jamaica,Entry,Full-time,Remote,Kingston,Medium
2025,Noospheric Computing Engineer,Noospheric Computing,295000,United States,Senior,Full-time,Remote,"Berkeley, CA",Large
2025,Junior Data Engineer,Data Engineering,58000,Liechtenstein,Entry,Full-time,Hybrid,Vaduz,Small
2025,Archetypal Data Analyst,Archetypal Computing,245000,United States,Mid,Full-time,In-person,Zurich,Large
2025,Cosmic Consciousness Architect,Cosmic Computing,315000,United States,Senior,Full-time,Hybrid,"Pasadena, CA",Large
2025,Machine Learning Engineer,Machine Learning,4850000,Suriname,Senior,Full-time,Remote,Paramaribo,Medium
2025,Quantum Field Data Engineer,Quantum Field Computing,275000,United States,Mid,Full-time,In-person,"Austin, TX",Large
2025,Data Science Mystic,Data Mysticism,115000,Canada,Mid,Part-time,Remote,Vancouver,Small
2025,Zero Point Energy Analyst,Zero Point Computing,285000,United States,Senior,Full-time,Remote,"Stanford, CA",Large
2025,Senior Data Architect,Data Architecture,185000,Switzerland,Senior,Full-time,Hybrid,Basel,Large
2025,Data Scientist,Data Science,485000,Trinidad and Tobago,Entry,Full-time,In-person,Port of Spain,Medium
2025,Akashic Field Computing Specialist,Akashic Computing,295000,United States,Senior,Full-time,Hybrid,"Berkeley, CA",Large
2025,Junior Business Analyst,Business Intelligence,52000,San Marino,Entry,Part-time,Remote,San Marino,Small
2025,Unified Field Data Researcher,Unified Field Computing,305000,United States,Senior,Full-time,In-person,"Princeton, NJ",Large
2025,Transcendental Data Analyst,Transcendental Computing,265000,United States,Mid,Full-time,Remote,"Cambridge, MA",Large
2025,Machine Learning Engineer,Machine Learning,485000,Aruba,Mid,Full-time,Hybrid,Oranjestad,Small
2025,Morphogenetic Field Engineer,Morphogenetic Computing,275000,United States,Senior,Full-time,Hybrid,"Stanford, CA",Large
2025,Data Democratization Mystic,Data Mysticism,118000,Australia,Mid,Contract,Remote,Adelaide,Small
2025,Platonic Realm Data Scientist,Platonic Computing,285000,United States,Senior,Full-time,In-person,"Berkeley, CA",Large
2025,Senior Data Scientist,Data Science,485000,Cuba,Senior,Full-time,Remote,Havana,Medium
2025,Data Scientist,Data Science,12500000000,Venezuela,Entry,Full-time,In-person,Caracas,Small
2025,Ethereal Computing Architect,Ethereal Computing,295000,United States,Senior,Full-time,Remote,"San Francisco, CA",Large
2025,Junior Data Scientist,Data Science,68000,Vatican City,Entry,Full-time,In-person,Vatican City,Small
2025,Astral Plane Data Engineer,Astral Computing,275000,United States,Mid,Full-time,Hybrid,"Berkeley, CA",Large
2025,Causal Nexus Analyst,Causal Computing,255000,United States,Senior,Full-time,In-person,"Stanford, CA",Large
2025,Machine Learning Engineer,Machine Learning,485000,Netherlands Antilles,Senior,Full-time,Remote,Willemstad,Small
2025,Dimensional Membrane Engineer,Membrane Computing,305000,United States,Senior,Full-time,Hybrid,"Princeton, NJ",Large
2025,Data Science Shaman,Data Shamanism,125000,Canada,Senior,Part-time,Remote,Yukon,Small
2025,Quantum Foam Data Researcher,Quantum Foam Computing,285000,United States,Mid,Full-time,Remote,"Austin, TX",Large
2025,Hyperdimensional Data Analyst,Hyperdimensional Computing,295000,United States,Senior,Full-time,In-person,"Cambridge, MA",Large
2025,Machine Learning Engineer,Machine Learning,485000,Falkland Islands,Mid,Full-time,Hybrid,Stanley,Small
2025,Primordial Field Computing Specialist,Primordial Computing,315000,United States,Senior,Full-time,Remote,"Stanford, CA",Large
2025,Data Fabric Shaman,Data Shamanism,95000,United Kingdom,Mid,Contract,Remote,Stonehenge,Small
2025,Machine Learning Engineer,Machine Learning,485000,Gibraltar,Senior,Full-time,In-person,Gibraltar,Small
2025,Akashic Database Architect,Akashic Computing,325000,United States,Senior,Full-time,Hybrid,"Berkeley, CA",Large
2025,Junior Data Analyst,Data Analysis,48000,Andorra,Entry,Full-time,Remote,Andorra la Vella,Small
2025,Cosmic Web Data Engineer,Cosmic Computing,305000,United States,Senior,Full-time,In-person,"Pasadena, CA",Large
2025,Omniscient Computing Researcher,Omniscient Computing,345000,United States,Senior,Full-time,Remote,"Berkeley, CA",Large
2025,Machine Learning Engineer,Machine Learning,485000,Saint Helena,Mid,Full-time,Hybrid,Jamestown,Small
2025,Absolute Reality Data Scientist,Absolute Computing,335000,United States,Senior,Full-time,In-person,"Princeton, NJ",Large
2025,Data Science Oracle,Data Divination,145000,Canada,Senior,Part-time,Remote,British Columbia,Small
2025,Machine Learning Engineer,Machine Learning,485000,Tristan da Cunha,Senior,Full-time,Remote,Edinburgh of the Seven Seas,Small
2025,Infinite Consciousness Engineer,Infinite Computing,355000,United States,Senior,Full-time,Hybrid,"San Francisco, CA",Large
2025,Quantum Consciousness Architect,Quantum Consciousness,325000,United States,Senior,Full-time,In-person,"Cambridge, MA",Large
2025,Machine Learning Engineer,Machine Learning,185000,United States,Mid,Full-time,Remote,"Honolulu, HI",Medium
2025,Universal Mind Data Engineer,Universal Computing,345000,United States,Senior,Full-time,Remote,"Berkeley, CA",Large
2025,Data Mesh Oracle,Data Divination,105000,United Kingdom,Senior,Contract,Remote,Glastonbury,Small
2025,Machine Learning Engineer,Machine Learning,175000,United States,Mid,Full-time,Hybrid,"Anchorage, AK",Medium
2025,Omnipresent Data Architect,Omnipresent Computing,385000,United States,Senior,Full-time,Remote,Everywhere,Large
2025,Data Scientist,Data Science,485000,Bahamas,Entry,Full-time,In-person,Nassau,Small
2025,Divine Algorithm Engineer,Divine Computing,375000,United States,Senior,Full-time,Hybrid,"San Francisco, CA",Large
2025,Eternal Data Researcher,Eternal Computing,145000,Switzerland,Senior,Full-time,Remote,CERN,Large
2025,Junior Data Scientist,Data Science,485000,Brunei,Entry,Full-time,In-person,Bandar Seri Begawan,Small
2025,Cosmic Source Code Analyst,Source Computing,365000,United States,Senior,Full-time,In-person,"Berkeley, CA",Large
2025,Data Mesh Prophet,Data Prophecy,185000,United States,Mid,Contract,Remote,"Sedona, AZ",Small
2025,Machine Learning Engineer,Machine Learning,1850000000,Cambodia,Senior,Full-time,Remote,Phnom Penh,Medium
2025,Infinite Wisdom Computing Specialist,Infinite Wisdom Computing,395000,United States,Senior,Full-time,Hybrid,"Princeton, NJ",Large
2025,Data Science Sage,Data Wisdom,155000,Canada,Senior,Part-time,Remote,Tibet,Small
2025,Primordial Consciousness Engineer,Primordial Computing,385000,United States,Senior,Full-time,Remote,"Stanford, CA",Large
2025,Senior Data Analyst,Data Analysis,4850000000,Laos,Senior,Full-time,Hybrid,Vientiane,Medium
2025,Data Scientist,Data Science,7850000,Maldives,Entry,Full-time,In-person,MalÃ©,Small
2025,Absolute Truth Computing Architect,Truth Computing,405000,United States,Senior,Full-time,In-person,"Cambridge, MA",Large
2025,Junior MLOps Engineer,Machine Learning Operations,72000,Monaco,Entry,Full-time,Remote,Monaco,Small
2025,Enlightenment Data Engineer,Enlightenment Computing,375000,United States,Mid,Full-time,Hybrid,"Berkeley, CA",Large
2025,Transcendent Algorithm Researcher,Transcendent Computing,365000,United States,Senior,Full-time,In-person,"Stanford, CA",Large
2025,Machine Learning Engineer,Machine Learning,2850000,Bhutan,Mid,Full-time,Remote,Thimphu,Medium
2025,Universal Love Computing Specialist,Love Computing,355000,United States,Senior,Full-time,Remote,"San Francisco, CA",Large
2025,Data Sovereignty Sage,Data Wisdom,135000,Australia,Mid,Contract,Remote,Uluru,Small
2025,Nirvana Data Analyst,Nirvana Computing,345000,United States,Senior,Full-time,Hybrid,"Berkeley, CA",Large
2025,Senior Data Scientist,Data Science,3850000,Afghanistan,Senior,Full-time,In-person,Kabul,Small
2025,Data Scientist,Data Science,1485000000,Iran,Entry,Full-time,Remote,Tehran,Medium
